#	Isochrone	Z = 0.00100		Age = 	6.310e+07 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.80	2.0772	2.074	1.831	4.016	3.93	0.574	-0.138	-0.048	-0.044	 Te-m     
	8.80	2.0922	2.089	1.934	4.071	4.06	0.612	-0.296	-0.090	-0.082	 Te-M     
	8.80	2.0950	2.091	1.960	3.958	3.58	-0.005	0.022	0.002	0.025	 L-M      
	8.80	2.0999	2.096	1.790	3.746	2.90	0.451	-0.019	0.613	0.776	 RGBb     
	8.80	2.1081	2.103	2.382	3.707	2.15	-0.942	0.187	0.788	0.919	 RGBt     
	8.80	2.1353	2.128	1.924	3.739	2.74	0.128	0.009	0.640	0.799	 BHeb     
	8.80	2.2253	2.211	2.270	3.787	2.61	-0.836	-0.046	0.452	0.618	 Te-M     
	8.80	2.2718	2.251	2.336	3.722	2.29	-0.870	0.099	0.714	0.861	 EHeb     
	8.80	2.2769	2.242	3.699	3.628	0.55	-3.760	1.205	1.352	1.346	 1TP      
	8.80	2.2798	0.957	4.322	3.575	-0.66	-4.785	1.726	1.539	1.790	 AGBt
#	Isochrone	Z = 0.00100		Age = 	7.080e+08 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.85	1.7843	1.783	1.477	4.035	4.30	1.555	-0.174	-0.052	-0.057	 TO       
	8.85	1.9863	1.983	1.761	4.004	3.94	0.691	-0.099	-0.037	-0.034	 Te-m     
	8.85	2.0000	1.997	1.865	4.060	4.06	0.721	-0.263	-0.078	-0.071	 Te-M     
	8.85	2.0027	1.999	1.891	3.951	3.60	0.147	0.038	0.012	0.037	 L-M      
	8.85	2.0078	2.004	1.723	3.747	2.95	0.617	-0.024	0.611	0.775	 RGBb     
